tag,cleaned_tweet
1,da little one is graduating?! oh the places he'll go...jus like me
1,i recommend redbull
0,
0,"""a university education will be free to every man and every woman"" http://bit.ly/12uryh"
0,why? green not your colour? seems a trivial reason to unfollow considering the reason for the green.
1,http://bit.ly/y1yjq i'm reading: the peak of hotness.
1,"u still up? if so, go to aim."
0,... or good food and drink
1,im followin demi she rocks
0,"hey, sweetie. thanks. i'm ok. metro accident! 2 trains collided. at least 70 in the hospital and 6 dead."
1,"uh hihi. what do you mean ""i'm"" ?"
0,i'm having so much shit with the people i'm going with and i can't be bothered with it
0,now i am a hating on you. $%^&*()(*&^% i miss andrewww.
0,http://movies.ign.com/articles/995/995197p1.html i can understand where he's [nolan] coming from though.
0,text? im bored (419)-961-0631
0,yeah i know.
0,ooops.. i had a bug but i fixed it.. try that tiny url again..
1,my son is having a sleepover with a girl i want to make chocolate chip cookies with them. i need an easy recipe pls?
1,their playing journey
0,i know. 33 and been smoking 20 years already. i quit for 6 months not too long back then drama came and started again.
1,seriously? that's the line i'll use the next time a girl says anything about my size!
0,that's great! i wish i could go this year
1,i'd say 13. my youngest is six so hopefully i have a ways
0,we = no longer friends
1,"you're gonna have so much fun, i can't wait to hear all about it *whit*"
1,happy sunday alison
1,thank you! same to you!
1,"haha np! once you get into twitter you'll love it, oh and btw you should visit me saturday i'm working 11-7 ugh! lol"
1,i knew that.
0,your rays beat my yankees.
0,last episode of buffy always makes me cryy
1,"hahaha i get the picture. are there a lot of frosh this year? grabe, i miss our frosh days talaga."
1,yay! way 2 go. u earned it
0,i did that yesterday
1,what about us in the uk???
1,-> it's so funny! she's very craaazyy!
0,"*sniff* looks like my nintendo wii has to be sent away, none of the controllers will work anymore so annoying as well! grrr"
1,"what, there should be more blondes or you want taller girls?"
0,thankss i need it like pronto though beach on sunday but tonight i'm hittin up semi annual haha scoree hopefully find one!
0,oh no i cant make that unfortunately we're so busy preparing 4 the launch of zooloo that lunch time stuff is out 4 now.
1,"lala (: thanks (: anyway, i'm not mad at you. so smile"
0,...now it's again not working in all my browsers... !identica session token / internal server error 500
1,'surprise you're dead' by faith no more
0,shut up!!!!! wow! dennesha i sorta saw that coming.
1,"it's called ""otto; or, up with dead people."" i had no idea you liked gay zombie movies!"
1,early dinner
0,#leno is officially gone fuck you jimmy fallon
1,your son is the best kid ever!!! i knew there was a reason he's emperor of the clubhouse! genius!
1,what if you painted them. unique for each person. just a thought.
0,it's probably best that you go that route. i have been procrastinating way too much today. had to give up cards tix too
0,song: http://bit.ly/117qxq gmail's being weird!!
0,"they are carnivores, and will eat pretty much anything that will fit in their mouths. including nemo."
1,woman to play with today
1,#followfriday lol
1,"good to know everyone's entering into the center parcs spirit. have fun, love!"
1,ohhh that line fit perfectly..haha. man this person better have a posse and some armor
0,i didn't! anybody who did is a meanie.
1,"it's not your fault or anything bb yeah, that's what everyone says xd i can't help it, he was an extraordinary man"
0,":: finally a day without forcasted rain, but i'm too exhausted to enjoy it because abbey didn't sleep."
1,really!? that's cool. have fun..whatever u decide to do
1,lucky you.. tell him i want one too eh.. i met him at toledo this year so i guess thats good enough for me.
1,thank you for the recommendation! i'll try to live up to that standard!
1,awesome!
1,u know i luuuuuh you. i'd be there for ya in a real dilemma. bet on that babe!
1,lol. okay. i'll tell you when i come to it
1,
1,lol ;p i just know from experience and i only have 1/3 the kiddos you do! silence = death of a sib or a broken item.
1,"taste of human, sir"
1,"""since you been gone"""
0,"goood morning! yes i am sooo ready for summer, but i still have 3 regents exams. i hate new york"
1,"......making call backs from my website, http://www.localcheapadz.com . thanks to all the twitterers who inquired to advertise with me!"
0,i can't i have work!
1,"..... it's alright, it's ok."
1,does your offer still stand? i hope your having a good day. your missed in cali!
1,it could have been one of those miniatures
0,curse? when's the album out?!
1,insomniac enjoying life 3:21am.
1,dont blame her. is alot of $$. she needs her drugs. is not like she's making movies. i would take them too!
1,great show tonight! i especially enjoyed motorcycle drive by.
0,"i told on you, cuz i felt bad for margee, i thought she deserved the truth. sorry, man."
0,"i just so mad i don't undertame y ppl treat me like shit, even family. i miss you!"
1,it is certain
1,thanks for teaching me to tweet! happy studying
1,#followfriday for the awesome tweats back and forth
1,i love it. can't wait for the newest installment to come out
1,wats up how you?? i miss you guys crazy huh?
0,"*sigh* just went to fire up my new ps3 game i bought (infamous, looks great!) and discovered that my controller was dead, gotta recharge"
0,i know!!!!
0,...this bodes well for my recital exam on wednesday.
0,aww how sad for room
1,i love ittt! ill be graduating nxt mnth. def stayin out here for awhile. if i'm back in fl..its just to visit
0,i never got the cupcake update on my phone its got an ancient version on it... im thinking i might have to flash it manu.
0,oh how lovely! we had a hail storm week ago sat. beat tender plants to a pulp. beat all the petals off the roses. garden sad.
0,divorce! jeez if they can't make it...
0,oh no epic fail? (ps curse work for banning msn. i miss you!)
0,hoooooooooooooooooooolla! haha how are yoou? *-* i'm going to school now love xxxxxxxxxx
0,blink 182 at borgota sold out already
1,thanks for the follow friday! you rock
0,looks like it might be 2 far but we'll be touring up there fairly soon and may need to ask u for some party connections
1,"blow me away it is raining harder here. yay you, well done"
1,"yeah, very busy, but allowing the boss to beat you is just good career planning"
1,"mkhang mlbo. dami niang followers ee. di q rin naman sia masisisi. desperate n kng desperate, pero dpt tlga replyn nia q=d"
0,girl aint he beautiful?? lol that eva is a lucky woman
0,i'm so sorry do you want me to call? if not i will be on aim in a couple of hours if you need to vent
1,they're funny little banditos aren't they?!
1,please ignore the hair going in all directions
1,- no wedding today. relaxation now!
0,i wish you were here
1,"nah..., my skills are too rusty, it's been too long since i read wizard's bane! naturallyspeaking (clue - not fairy though)"
1,not there yet. and i beleive so red carpet sighting i hope.
0,#dontyouhate when there's never fresh fruit in the house!!!
0,#lofnotc a rainy evening filled with letter-writing and internet poker... not too bad. but i have no wine this is a sad tragedy
0,"#primaverasound report:liars liars and deerhunter on at the same time i'll move to deerhunter soon, but liars start off well."
1,"aw, thanks! i need to hear that this time of year. how's the new job?"
1,going to bed! take care. . . talk to you later
0,"you made me want to go put don't eat the pictures, cookie monster on my netflix queue, but they don't have it."
0,"although i think it's not expensive, i don't have a credit a card so it's not fair"
0,aww damn you just made me realize my last update was my 100th i was frustrated on my 100th. lame.
0,i had the buffalo burger yesterday but was a bit disappointed
0,cute kids should never be sad...
1,i was at the show last night!! amazing! so glad i was able to go!!
1,"ah, yes! 20th for sure it's gonna be crazy seeing everyone that day. we should stay up til 6am haha"
1,yes.. very.. its always like this now^^ && yes i have facebook
0,twitter has been doing a lot of that lately
1,crap i can't spell shopping! lol well yay shopping anyway xxxxxxx
0,okay twitter friends.. i guess it was just my tv last night. per
1,what? no i didn't understand what did you say lol
1,"> them like ""hetookmytoyaway"" which i have a few of, coz luke often looks like that.."
1,... i wonder if using yogi's guitar pick will help me play better in class today ...
1,i think i would prefer scent & sensibility http://bit.ly/3wybhf
0,#squarespace should totally pick me. because i want that iphone. i'm stuck here with a broken down sony ericsson. case is coming off
0,dnt get sooo confued.... i jus msgd u on yahoo ystrdy and 2 days back but bth d tyms u didnt reply....
0,"#whiletwitterwasdown i jumped on my laptop thinking maybe its my phone while cursing tmobile out...but it wasn't, i'm sorry tmobile"
1,"oh yeah,sorry i didn't notice the comma on the names"
0,"#3turnoffwords ""f*ck the lakers."""
0,aww well i just randomly woke up and now i can't sleep! too many things on my mind
1,i see you running around bb kings. can't wait for you to take the stage.
1,get 100 followers a day using www.tweeterfollow.com once you add everyone you are on the train or pay vip
0,haha the hockey game detroit scored
1,oh bummer! :s how are your exams going? wooo no.1 !! awesome xxdd im good taa & hbu? xxxx
0,$200 down the drain because my car got towed
1,"jen's house hanging out with chubbs and amber, hopefully will want to hang out too"
0,not even grey here! that's odd. who was poorly on sunday??
1,that's always good to hear.
0,i got soaked last night it stopped raining
1,"just did the gg quiz, i got serenaa (: rawr. haha."
0,i probably won't be able to go.
0,yo bz i miss you fool. we spend a glorious day in la together and then you treat me like trash i see how it is. ho. lol
1,"(@ericholscher) note to self: ctrl-d = page up, ctrl+b = page down (in vim, and komodo with vim keybindings"
1,i agree wiv u there . . x l8r
1,http://twitpic.com/68xmx - because of my perking nipples ! love the eyes
1,"hey tasha, i've been soooo busy... but it's lovely to catch up with friends. how are you?"
1,wahaha daddy parker looks like an ex-convict right? lolol.
1,"haha cool. let me pay tuition fees in my office first, then got basic d oni pay u tuition fees"
1,i write music and sometimes my inner thoughts i will check it out now!
1,sometimes it's great to be a foreigner
1,"could you do a full eroei analysis of new nuke vs new csp solar, and have it on my desk tomorrow morning? | nuke falling"
1,you're welcome.
1,i still have a lot of laundry to do this evening. but be sure the attic is filled with vivaldi around that time...
1,"""happy mother's day!"" to my fellow moms."
1,"#flylady up from nap....but still tired lol.....threw some banana bread in the oven, house smells yummy"
0,but i stream a lot of music to my iphone from my desktop through my 192 network. evdo would be a lot less efficient
1,i've got every thing done holla!!!! i'm just working on mons work now!!!!
0,sorry u feel that way walking away aint easy...
1,looks like you just had a moment.
1,if you would like to email me i would love to chat and answer any questions you may have. darcee@yoursavvyva.com
0,http://twitpic.com/6ilgr - ah well. i like the top!
0,im not gonna come tonight. i stayed at lishas last night and i still have to go home and pack
1,thank you for the #ff
1,"miranda, i love icarly you r awesome :*"
1,hey yo
0,yup sick as a dog i made recalled cookies with ellie collin joe and nick and yea were all sick now
1,"ta for replying, tho oops i live in australia"
1,.@oht later this year... #googlewave #wave
0,my best vanilla in memory was from the sharffenberger factory gift shop... not sure where to get it now!
0,...life sucks...
1,i'm walking thru the mall... guess what my status is??
1,"installed win7 last night. quick pain free install, feels like a *good* version of vista!!"
1,"""happiness isnt something to have, its something to share."""
1,i'll tell you about it tomorrow ; i can't wait to see you it feels like its been forever !
0,""" yeah well harry is gone, i think"" awe so sad. cute old man isn't sure if his brother passed away :["
0,"- eeek, sorry for the bad recommend. i don't have a mac, so i was just going by second-hand opinion haha"
1,"nah, it was damp on the outside aswell from the morning dew - figured i'd give it a coating to help it out anyways"
0,that sucks!
0,....hope you had a real bitchin time at senior prom last night
0,very lame have you been in massapequa lately?
0,"karine ruby, ""former olympic snowboarding champion dies at 31."" http://bit.ly/ukrbg"
1,"continue: i guess i don't really care for people to only bring up my heritage/""people"" for the sake of a joke."
0,... i hate lyn-z... soryy i just had to say it...
1,-- g'night tweeties! <3 talk to you all in the am - haha you have work in the am
0,"""so blame the pilots there dead and can't defend themselves"" > something we get used to there, unfortunately"
1,not in the slightest what do you think overall of that?
1,yeah i guess we are.
0,"lol, aww man..i'm sad now"
0,...ok....so they accepted our offer......arrrrgggghhhhhh...the fun begins...not looking forward to telling my lovely neighbour
1,ooh happy b-day to her haha hope you have fun!
1,show me a picture.
1,okays i'll see you then
0,hahaha i just saw that!! im so mad we didnt go theree!!
1,<<< just like in himym
1,eager to hear from your end on the dandeli front! shall plan one during peak monsoon and you could lead us then ?
0,"she's controversial ??lol! whyy??i'm okayy, but i missyouuuuuu."
1,"#twenty20 whoops, butter fingers !"
1,and this time next year...you will still be eating cereal instead of beer.
0,i didn't write it luv so someone on my team has. xxxx
0,my sister's friend is at a jb concert and she doesnt even like them!! and i love them and i cant go to one!
0,yeah fake go out would be good now lol i didn't even get to tell you about my stuff yet
1,"hi, regard the studio audience on sitcoms, how i met your mother still has them i think, one the few."
1,ahh gotcha i'll give it a shot then
1,"..my dd3 just told me that daddy always saves the day. oh, ok. i'm just the maid, food server, clothes washer, while he is a super hero."
0,hate my life..hate coming home..
0,"yes, yes they do im afraid i have to make a couple myself soon..."
1,snicker.
1,samitbasu he told me as much. good good
0,i went downtown today and they didnt have anything and i checked online too have at urban outfitters but only online..
1,there's always room for improvements!! thanks honey
0,"ah no! it's sold out, though"
1,http://twitpic.com/68p0v - each one is little!
1,dun be sad lahh. you still have the honey cornflakes.
0,hates bebot app
1,yes it will be my b-day gift to myself.
1,so what new tricks do you bring to twitter http://quaalude.proboards.com check this out ! qc
1,anything by the backstreet boys to celebrate the release of the upcoming album & dedicate it to all my backstreet fan gals
1,those weird links continued down the page for a loooooong time. very strange. but convenient! made my order!!
1,"#ohac shameless plug for the opensolaris bible, which nick co-authored."
1,"nyea well, if i do well then i'm free. i'm contemplating a year off studying after this. hahah thanks babe! you too. take care!"
0,- internet us up and it's down
0,follow nicole on twitter! and then tell her ur id and tell her to follow u back too!! dont luk nice to us fans this way
0,"it's more of a hangover than a normal headache, so my own fault, self inflicted pain... but still need sympathy"
1,"alright, i'll go home. i'll stand by the mailbox tomorrow."
0,is sandi my bphph..ph? (shakes8ball) **maybe** its possible im not askn right
0,"finding out the hollywood video i frequent, is not re-model-ing, and is in fact, closed *cancels account* so much 4 super cheap dvds"
1,roast beef and wasabi... yummmmmmmmmmmmmmm
1,... listening to these oldies but goodies got me wanting to see the soulful symphony again!
0,"i'm sad that i'll be landing in kc about the time you arrive, britt."
1,i know ... thus the lamenting the lack of iphone we keep talking about getting iphone's but haven't done it yet.
1,lol - it was quiet and chillaxed - they way i like em
0,im so sorry ill tell him to stay for you?
0,ehhh startin to think this is not for me
0,iz sold out
1,"""love is a song, and god's love is the music"""
0,i guess that is fair .. sort of ...
1,definitely like the second version better.
1,ohh shweet. email me a cool one. would love to see . omg u have blonde hair now i see. hehe
1,is it one of those free yelp things? bc you could start paying me forward...
0,"(by summer i mean ""work to get money for uni"" )"
0,".... you messed up, huh?"
1,you should totally show up 8; i am positive you will get in.
1,enjoy your 'special pizza'!! and the sun speak soon x
1,(: oooooooooo sun is still shinning here (happy face) now coffee ... lots an lots of coffee and then mmmmmm more coffee
1,krisy kreme only if the hot sign is on
0,last day of year 11 today. boswells 04-09 (l)
1,lol imagine if you did though! if you're as popular as lily allen it could of ended up on the news
1,#bigambition have the yummiest hot chocolate!
1,"""bohica2k book of the month-june"" is a fresh post at http://bohica2k.com. check out what i have my nose buried in."
1,yeahhmannnn
1,"you're pretty awesome, yourself! love you dear. see you soon, i'm sure."
1,wow i love it !!! thanks
1,oh come on. just a little hint
1,#goodsex is what i give him every time.
1,404 ftw
1,happy now? i love you :-*
1,omg i totally called the same two!!!
0,"yeah i'm not shy doing everything that i can and still nothing http://blackird72.etsy.com check out my sale, no bites yet"
1,did you take milions of pics?
0,"and what about you, lady? i hear you're loving your job. but you never call don't you miss me??? lol"
0,"nah, it's just punch out, like the original. there are some new boxers though. one of which whooped the crap outta me! lol"
0,initially pleasure.. but yeah work too
1,"not yet but, i'm pretty sure we're on track to buy the management suite plus plus plus package. i'll have to ask"
0,"awe... i have one, i just didn't think this job was going to be as big as it has turned out to be, but i have learned my lesson!"
1,"so, when the old person tries to act young, is that split personality?"
1,&@ashley_rebecca ; playing outside. [teeeexxt.]
1,i can't help it. it brings me lulz and
1,"""i wanna i wanna i wanna touch you, you wanna touch me too"" (8) just downloaded aar's when the world comes down. sing along with it, haha"
1,"$eurusd,when your stopped out,get u and try again keeps making pocket money lol"
0,oh that's a shame.
1,"- well, the postman brought it this morning and left it with neighbour cos i wasn't in and the neighbour just dropped it off"
0,- ditto...
1,my math teacher is pretty great. but my bio teacher is such a bitch. so are you and your sister close?
0,"i shouldn't have came! its not the same without my best friend ... i'm 4real y'all, i miss my sista.! i'm bouta cry"
1,"that was fast! ...can't run away. i love campbell. weird, i was just reading late last night. pyramids."
1,"""dogs and cats living together. mass hysteria!"" brilliant quick quiz, without searching for it, what film is that from?"
1,pretty easy to use.. use meanly for yui3
1,cubase is working oh my god
1,"i am watching grease on dvr, but will try to find something we can watch together."
0,http://twitpic.com/6at98 - beautiful - i see streets when i look around
1,"morning, blondeyy.. i almost want to say 'morning, blondeyy bear'"
1,that he is i have good omens for him to win the points jersey..
1,i know you would babe lol.
1,thanks! my mind is going to burst with all the twitterness i've learned this past week at #140tc & #twtrcon
1,he's a gr8 guy jake is
0,"""grow, write music....grow"" bahaha.....i wish i could grow high school musical 2 now."
1,i keep telling him to take his off..it's a compromise..and if you can get him to listen to me...twitpic!! just sayin' agree
0,store opening; it's my #1 priority so i can't!! must be practical although i can't help but wanna scream when i think of no fs!
1,thanks for the shoutout!
1,"didn't understand that tweet. ""sad""? i'm not sad. i'm happy. ... hmmm, i have a bunch to reread to decipher that."
1,"better add that to my check list... for when i move in to the dorm, haha"
1,i don't have an iphone... yet. just an ipod touch. and that's good to hear
1,what'd rosie do now?! lol
0,you ok? goad rocks
0,"don't think it works. doesn't seem to be searchable, at least not on twitterfon. bummer it's like playing superman on n64"
0,that makes me feel real great....
0,i'm only worth $200 how did you find out this?
0,you were here in the bay?! i didn't get to see yaz
0,my testing finished at 10:30.
0,am i a loner?
1,hmm... all smiles i see lol
1,yeah i wouldn't be either lol
1,"fuck yes, i'm in so so so soooo excited for knives. you have no clue hahaha"
0,won't let other ppl enjoy it when i can't anymore lol. must suffer together
1,i know baby xd its gonna be good seein you again i love you xxx
0,"i have a 1983 chevy truck with 415,963 miles. and she is still kicking. rip gmc"
1,dunnor in america there 39.50 to 79.50 which is like jb so i'm guessing about 30 to 40??? omg christmas will be so good!!
1,want a partner back to la! ? good company cat bad at stick
1,thanks
1,i love it!! my job here is done!!
0,i don't have the madonna picture unless there's another one that you're referring to..)
1,"dude, i wanna be a sug! hahaha i'm happy being your #1 fan, though"
1,haha nice i want it i love pikachu
0,"i don't understand why socialist is a dirty word in your country, belle. good article, if very disturbing."
1,and knowing her track record we'd be successful
0,shame they dont cost 99p anymore
0,no not really what you up to today?
0,"i didn't saw that movie yet. actually, i was planning to watch it tomorrow..."
0,::enjoying the 6.75% sales tax! although i won't enjoy the bill statements when they arrive.. ::
0,"i had it on the charger last night and my mom woke up early, unplugged it and took it 2 work. apparently it belonged 2 her..."
0,noooo shivering like crazy bangin head- so ill man
1,haha thxs! xd
1,hahahah okis... heheh we culd nail him up though
0,goshhh u were hurting my feelings a little bit lol
0,not me.. .. but mike will be there
1,do i sense that maybe uncle chase misses his little buddy? i'll have to see if it is on here for zach to watch.
0,are you going on dofe now?? i thought it was the 22nd?
1,...signing out. see you all later!
0,*sniff*sniff*sniff* this day is just
0,can you pwease get people to follow me!? i have no one! so embarrasing!
1,yes.. good old andromeda. keke post that to mizu she will love it.
